treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
new treasuretable "XEL_SpellItemContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_CSS_TadpolePowerScroll",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonCheatersSpellScroll",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Modifier_LearnCheats",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_ModifierAIArchetype",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_UnlockPassives",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Respec",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_UnlockWaypointsActOne",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_IncreaseApprovalRating",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_OpulentRevival",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SuperiorRestoration",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TrueResurrection",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Heal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_MistyStep",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_DimensionDoor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Fly",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Jump",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_FeatherFall",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Longstrider",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_GreaterInvisibility",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TrueSeeing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_EnlargeReduce",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Daylight",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Knock",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_CreateWater",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_GaseousForm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Grease",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_FogCloud",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Darkness",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_StinkingCloud",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_CloudKill",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SpeakWithAnimals",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SpeakWithDead",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_DetectThoughts",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_GreaterGuidance",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_GreaterResistance",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_GreaterActionSurge",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_ArcaneRecovery",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SlayerForm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Telekinesis",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_AnimatingSpores",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_DancingFlame",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_FireBolt",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SacredFlame",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_MagicMissile",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_IceKnifeMM",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_ExplosiveChainLightning",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Kill",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_FlameFury",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_HellfireOrb",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_Explosion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CSS_Spell_CrushingFist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_FleshToStone",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_FleshToGold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_StoneToFlesh",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_HoldCreature",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_WashParty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonGold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonSupplies",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonPotionContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonIngredientContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonScrollContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonArrowContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonGrenadeContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonWeaponContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonArmorContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonJewelryContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonCommonEquipmentContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonClothingContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonDyeContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonToolContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonCharacterEditingContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonTadpoleContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonUnreleasedItemContainer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonTutorialChest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonWaterBarrel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonAlcoholBarrel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonOilBarrel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonAcidBarrel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonBrineBarrel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonSpokepowderBarrel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonNautiloidTank",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonRunepowderBarrel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_SummonRunepowderBomb",1,0,0,0,0,0,0,0
new treasuretable "XEL_SpellItemTadpoleContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_Spell_TAD_UnlockIllithidPassives",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_PsionicOverload",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_ForceTunnel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_ConcentratedBlast",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_TransfuseHealth",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_StageFright",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_Repulsor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_ShieldOfThralls",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_PerilousStakes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_Imperil",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_BlackHole",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_MindBlast",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_MindSanctuary",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_AbsorbIntellect",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_DisplacerBeast",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_TAD_SurvivalInstinct",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_MF_ForceTunnel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_MF_PerilousStakes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_MF_BlackHole",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_MF_AbsorbIntellect",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_MF_ShieldOfThralls",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Spell_MF_ConcentratedBlast",1,0,0,0,0,0,0,0
new treasuretable "XEL_EditPassiveFeatureContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_Feat_Actor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Alert",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Athlete",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Charger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_CrossbowExpert",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_DefensiveDuelist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_DevilsSight",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_DualWielder",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_DungeonDelver",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Durable",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_ElementalAdept_Acid",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_ElementalAdept_Cold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_ElementalAdept_Fire",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_ElementalAdept_Lightning",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_ElementalAdept_Thunder",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_GreatWeaponMaster",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_HeavilyArmored",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_HeavyArmorMaster",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_LightlyArmored",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Lucky",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_MageSlayer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_MediumArmorMaster",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Mobile",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_ModeratelyArmored",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Performer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_PolearmMaster",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Resilient_STR",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Resilient_DEX",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Resilient_CON",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Resilient_INT",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Resilient_WIS",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Resilient_CHA",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_SavageAttacker",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Sentinel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Sharpshooter",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_ShieldMaster",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_TavernBrawler",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_Tough",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Feat_WarCaster",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_ClassEditingContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_ProficiencyEditingContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_Skill_Acrobatics",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_AnimalHandling",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Arcana",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Athletics",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Deception",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_History",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Insight",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Intimidation",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Investigation",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Medicine",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Nature",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Perception",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Performance",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Persuasion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Religion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_SleightofHand",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Stealth",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Skill_Survival",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_CharacterEditingContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_Chest_EditAbilityScores",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Chest_EditPassiveFeatures",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Chest_EditProficiencies",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Chest_EditClassTags",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Chest_EditRaceTags",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Chest_EditActionResources",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_RaceEditingContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_RaceTag_Human",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_CONT_RaceTag_Elf",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_CONT_RaceTag_Drow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_CONT_RaceTag_HalfElf",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_HalfOrc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_CONT_RaceTag_Halfling",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_CONT_RaceTag_Dwarf",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_CONT_RaceTag_Gnome",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_CONT_RaceTag_Tiefling",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Githyanki",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_CONT_RaceTag_Dragonborn",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_RaceTagElfContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_RaceTag_Elf_HighElf",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Elf_WoodElf",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_RaceTagDrowContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_RaceTag_Drow_LolthSworn",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Drow_Seldarine",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_RaceTagHalfElfContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_RaceTag_HalfElf_HighElf",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_HalfElf_WoodElf",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_HalfElf_Drow",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_RaceTagHalflingContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_RaceTag_Halfling_Lightfoot",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Halfling_Strongheart",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_RaceTagDwarfContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_RaceTag_Dwarf_Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dwarf_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dwarf_Duergar",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_RaceTagGnomeContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_RaceTag_Gnome_Forest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Gnome_Deep",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Gnome_Rock",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_RaceTagTieflingContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_RaceTag_Tiefling_Asmodeus",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Tiefling_Mephistopheles",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Tiefling_Zariel",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_RaceTagDragonbornContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_Brass",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_Bronze",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_Copper",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_Silver",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_RaceTag_Dragonborn_White",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_EditActionResourceContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_ModifierIncrease",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_ModifierReset",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_ModifierDecrease",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_ActionPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_BonusActionPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_ReactionActionPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_MovementSpeedPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Chest_EditSpellSlots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Chest_EditWarlockSpellSlots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_ShadowSpellSlot_3",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_ArcaneRecoveryPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_BardicInspirationPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_ChannelDivinityPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_ChannelOathPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_FungalInfestationPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_KiPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_LayOnHandsPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_LuckPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_NaturalRecoveryPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_RagePoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_SorceryPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_SuperiorityDiePoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_WarPriestPoint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_OBJ_Stat_WildShapePoint",1,0,0,0,0,0,0,0
new treasuretable "XEL_CSS_SpellSlotsContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_ModifierIncrease",1,0,0,0,0,0,0,0
new subtable "1,1"
